S.NO, Name,Movie,Avg E,Avg H,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,MFCC13,Mean_SC0,Mean_SC1,Mean_SC2,Mean_SC3,Mean_SC4,Mean_SC5,Mean_SC6,SD_SC0,SD_SC1,SD_SC2,SD_SC3,SD_SC4,SD_SC5,SD_SC6,Mean_Centroid,SD_Centroid,Mean_Flatness,SD_Flatness,PeakDensity,Tempo
387,Azhagiye,Kaatru veliyidai,0.583333333,0.75,-0.006297589,0.013325972,0.001727607,0.00966838,0.003393564,0.002640014,0.000964905,-0.013895045,0.000538777,-0.002768429,-0.007645496,-0.004491343,-0.007389559,0.39460226,0.359364594,0.38134273,0.494769376,0.406800983,0.362863919,0.602702768,0.130981705,0.155106745,0.159467994,0.184840544,0.139776033,0.168982546,0.120569821,0.209015101,0.114583296,0.0637796,0.110834,5.35259542,99.38401442
388,Nallai Allai,Kaatru veliyidai,0.25,0.416666667,-0.003805574,-0.012210578,-0.007950554,-0.014591709,-0.031240091,-0.046883193,-0.019394771,-0.027928046,-0.017509172,-0.017889259,-0.032486124,-0.018059083,-0.01943016,0.357776441,0.43104779,0.460872844,0.4753415,0.466060413,0.472152918,0.51798513,0.123806239,0.155844991,0.153617179,0.151235075,0.171103316,0.157369097,0.150610332,0.339098085,0.176475145,0.0337695,0.0624231,2.85247818,103.359375
389,Saarattu vandiyila,Kaatru veliyidai,0.416666667,0.583333333,-0.00639412,0.001318082,0.00415908,0.006446534,0.013345407,0.005765842,0.012289581,0.012421517,0.01989207,0.007072497,0.001253561,-0.002579053,0.004127708,0.372009162,0.310768136,0.363654202,0.466033842,0.453092336,0.424335445,0.515703922,0.137139828,0.130774193,0.164798119,0.161401677,0.189270783,0.18775351,0.143527325,0.180540604,0.110321132,0.0446514,0.103257,4.850595784,95.703125
390,Happy new year,Kavan,0.916666667,0.75,-0.014306589,-0.021050515,-0.006468019,-0.001151752,-0.004573774,-0.006742107,0.009258463,-0.007050023,0.007187847,0.009225494,0.000250892,-0.005558027,0.006009359,0.272578,0.327842594,0.368589088,0.402924022,0.396014826,0.342967596,0.603635088,0.112171185,0.147337507,0.145933572,0.171918631,0.170027749,0.159991129,0.109792723,0.555563665,0.149961146,0.234429,0.171239,4.953551913,151.9990809
391,Oxygen,Kavan,0.5,0.666666667,-0.010124694,-0.007142411,-0.009338636,0.001200296,-0.006481939,-0.007566745,0.000938174,-0.012193391,0.019376207,0.008722837,0.007540412,-0.003814422,0.000406109,0.265762656,0.414975783,0.462612025,0.428803398,0.403879767,0.360895759,0.622602269,0.105083227,0.165638725,0.158605722,0.176129487,0.182779498,0.178297091,0.118073286,0.234751186,0.108756575,0.110845,0.134906,3.535812462,99.38401442
392,Adiye sakkarakatti,Meesaya Murukku,0.666666667,0.666666667,-0.008453354,-0.010175957,-0.016844501,-0.003731353,-0.038092206,-0.005075735,-0.009207897,-0.040407187,0.020826728,-0.004975542,-0.00712174,0.011301531,-0.00667787,0.379559532,0.415607791,0.367514994,0.366938606,0.343602177,0.450865649,0.589055037,0.146438214,0.14583817,0.122552933,0.141993814,0.171801104,0.213475887,0.1183945,0.292065327,0.126266969,0.0674719,0.0981188,4.877419355,129.1992188
393,Enna nadandhaalum,Meesaya Murukku,0.416666667,0.25,-0.008023576,-0.009608898,-0.012064189,0.004026432,-0.024831834,-0.027747905,-0.010767116,-0.02820637,-0.00196426,-0.00055391,-0.012103676,-0.011621153,-0.003476458,0.430329937,0.436280068,0.411976478,0.487380278,0.429701259,0.403972618,0.607413834,0.177432433,0.163613963,0.162801949,0.187406997,0.18416368,0.1922666,0.115817698,0.190702506,0.108138638,0.0852586,0.143554,3.977224091,172.265625
394,Maatikichey,Meesaya Murukku,0.666666667,0.75,-0.015467574,-0.020040179,-0.014481645,0.002668174,-0.002177883,-0.010804076,-0.006091851,-0.008563036,0.00245888,-0.014116901,-0.019037646,-0.016618231,-0.014207373,0.277669658,0.321458692,0.378831284,0.330419587,0.390531247,0.332911561,0.605364219,0.126805696,0.137082448,0.147192195,0.156743613,0.143354268,0.168037776,0.107887263,0.333310129,0.13786807,0.181925,0.142068,4.483933561,117.4538352
395,Machi engalukku ellam,Meesaya Murukku,0.75,0.5,-0.013222523,-0.022529592,-0.021458273,-0.021234163,-0.004337086,-0.006790179,0.003522212,-0.011704983,0.007572763,0.001777403,0.008962202,-0.001551156,-0.002386619,0.449115658,0.413816843,0.340090433,0.371263192,0.33719431,0.30988837,0.650319169,0.16137109,0.154876053,0.134780616,0.167298631,0.17029833,0.173847478,0.099419655,0.440335966,0.18543219,0.154585,0.19679,4.849114233,95.703125
396,Meesaya murukku,Meesaya Murukku,0.833333333,0.583333333,-0.012541276,-0.022804895,-0.009254578,-0.001823072,-0.018463085,-0.014960065,0.014802799,-0.012359075,0.012045015,-0.009690189,0.000417025,-0.001136274,-0.013919324,0.215718914,0.370571122,0.338069168,0.408684403,0.454684529,0.384373822,0.557215124,0.094650549,0.168589245,0.139537191,0.151456794,0.161653176,0.189887708,0.124575757,0.334550946,0.155851282,0.167924,0.177057,4.014611383,172.265625
397,Saitji Saitji,Meesaya Murukku,0.25,0.416666667,-0.007474803,-0.008065437,-0.003432453,0.011883645,-0.07550025,-0.001477022,-0.012905232,-0.052216486,0.016301125,-0.021867807,-0.022710295,0.016241468,-0.018873284,0.30640183,0.363322922,0.476627424,0.406788211,0.387033625,0.434586189,0.602436039,0.130494451,0.137137299,0.150190654,0.163815847,0.16626789,0.15888128,0.122256659,0.273680992,0.12075745,0.0631306,0.0966563,3.529919179,112.3471467
398,Vaadi Nee Vaadi,Meesaya Murukku,0.333333333,0.583333333,-0.013548822,-0.017069147,-0.007300988,-0.001027545,-0.009960533,0.007033052,0.003308106,-0.004309238,0.018777795,0.007908825,-0.002499096,0.000351076,0.007073514,0.391016575,0.377018702,0.445407384,0.414420864,0.413020468,0.389819511,0.502660191,0.13297253,0.144198931,0.153288098,0.173947032,0.16881246,0.171000331,0.134222632,0.495260748,0.200389578,0.120146,0.125778,4.565567485,92.28515625
399,Maacho ennacho,Mersal,0.666666667,0.666666667,-0.008083759,-0.000355143,0.002089717,0.014071718,0.011842416,0.006316858,0.015842639,0.001851469,0.01389276,0.001677115,-0.000987629,0.004023104,0.007606339,0.406608245,0.394443688,0.420277086,0.484702797,0.415242332,0.471673686,0.668031519,0.166175067,0.169509052,0.158992578,0.167433054,0.164204332,0.133370498,0.084706356,0.294353084,0.166266633,0.0601132,0.11934,5.087943154,129.1992188
400,Mersal Arasan,Mersal,0.75,0.75,-0.011672622,-0.008145834,-0.006437264,-0.00525147,-0.00354325,-0.015438454,-0.004571187,-0.007291416,0.003617818,0.005875544,-0.008011456,-0.0100263,-0.016263081,0.29843975,0.303691326,0.351375201,0.350449573,0.361127675,0.369970756,0.515382273,0.113973605,0.144623527,0.160350582,0.17930482,0.174520329,0.165509073,0.100502716,0.273934503,0.117662388,0.0994622,0.117328,5.721623672,143.5546875
401,Needhaane,Mersal,0.25,0.75,-0.000656524,0.003937751,0.000208723,-0.00162356,-0.034927122,-0.014183701,-0.008903106,-0.033481526,-0.021324739,-0.018813902,-0.00322993,-0.009475403,0.016041211,0.351978756,0.452149656,0.46453078,0.438287647,0.327733164,0.407976614,0.590651314,0.125965164,0.178088955,0.177394279,0.155506216,0.17500924,0.198856407,0.111308308,0.174412969,0.119267175,0.0363769,0.0926443,4.558575804,143.5546875
402,Address song,Meyaadha maan,0.5,0.5,-0.007643805,-0.010809487,-0.009015073,0.001863077,-0.035712503,-0.026229085,-0.024645336,-0.032481584,-0.004713709,-0.00682536,-0.006543197,-0.003931039,-0.004104499,0.438655275,0.393763257,0.375475363,0.356866357,0.5245958,0.403860383,0.598448956,0.166223068,0.197275514,0.164098016,0.158567997,0.132271369,0.19843768,0.127136333,0.240454341,0.169227018,0.0621919,0.139531,4.408653846,151.9990809
403,Enga veetu ,Meyaadha maan,0.75,0.75,-0.010354649,-0.024689902,-0.016386027,-0.021897623,-0.006718139,-0.029643662,-0.005577827,-0.021890441,-0.001105125,-0.013384153,-0.012111708,-0.023772405,-0.009987457,0.466139289,0.378016652,0.320810541,0.353074413,0.379026762,0.437919097,0.578913026,0.180437723,0.170997321,0.123605916,0.164886203,0.1486651,0.154628866,0.144756186,0.40401966,0.123877636,0.102144,0.107513,6.481301939,135.9991776
404,Nee mattum,Meyaadha maan,0.5,0.666666667,-0.010739051,0.001745167,-0.013977141,-0.012617951,-0.017430084,0.00257246,-0.004687695,-0.022723249,0.006549302,-0.012014283,0.003409379,0.003655607,0.008484052,0.387389259,0.440377904,0.454379858,0.487733173,0.463846725,0.364935791,0.531291987,0.150843527,0.166763896,0.182467307,0.181398938,0.1604015,0.163976912,0.104173182,0.316809791,0.150625181,0.0647215,0.116333,4.792011019,161.4990234
405,Thangachi,Meyaadha maan,0.833333333,0.75,-0.001007255,-0.008767423,-0.0079655,-0.006203099,-0.011134976,-0.014451517,-0.007366193,-0.007124209,0.003426027,-0.01364455,-0.001694994,-0.007405007,-0.006115108,0.334858644,0.328089985,0.375819938,0.352627373,0.314921298,0.314745839,0.632113789,0.143808562,0.143494884,0.163716518,0.157260323,0.154735197,0.169930134,0.113512384,0.343450897,0.165788095,0.0731415,0.105824,6.069114964,129.1992188
406,Paarthen,Pa Pandi,0.416666667,0.666666667,-0.00466522,0.006822992,-0.003702731,-0.001467728,-0.003632937,-0.00245796,0.005012268,-0.025387384,0.005499962,-0.014818572,-0.006659957,-0.019623911,-0.00542375,0.311555209,0.418568664,0.408958,0.365095783,0.369603334,0.463140435,0.418846918,0.1252204,0.161219598,0.177988582,0.168540625,0.163477912,0.187509725,0.12631304,0.296350246,0.192387277,0.0693201,0.118003,5.218934911,112.3471467
407,Venpani malare,Pa Pandi,0.333333333,0.5,0.000648222,-0.008269397,-0.011692938,-0.012975604,-0.01334538,-0.006161221,-0.008191348,-0.013741845,0.009271095,-0.027768265,0.006632837,-0.002104258,0.008794827,0.368272406,0.451547029,0.432513102,0.430457711,0.4359273,0.518885435,0.358638306,0.088455139,0.148082336,0.147787607,0.170132909,0.179036146,0.171448202,0.139030274,0.254307958,0.138660275,0.0603663,0.0963902,3.898754613,89.10290948
408,Sita Kalyanam,Solo,0.25,0.583333333,0.011627702,0.008690616,-0.007480912,-0.006563661,-0.00713174,-0.028135665,-0.010343054,-0.015078958,-0.026324075,0.005871929,-0.007145088,-0.03217215,-0.013194164,0.388027432,0.409771211,0.424553941,0.533239446,0.48517532,0.472569058,0.719929334,0.158663922,0.146507342,0.132785243,0.122224336,0.181380221,0.157346623,0.091566844,0.153523232,0.097798328,0.0593329,0.0778843,0.877410468,129.1992188
409,Yaaro uchikkiai,Taramani,0.333333333,0.583333333,-0.006078628,-0.003842342,-0.009604653,-0.022254318,-0.032994021,-0.051981964,-0.033263216,-0.050896824,-0.006730443,-0.017978346,-0.009678742,-0.027072567,-0.009579529,0.312042302,0.373524778,0.454435731,0.46892963,0.40662586,0.39890135,0.587442829,0.113431509,0.126855531,0.142757079,0.180000217,0.173006826,0.184763813,0.114943231,0.360413552,0.170987217,0.0755488,0.113538,5.166920268,117.4538352
410,Laali laali,Theeran,0.333333333,0.666666667,-0.005053978,-0.00010883,-0.012258978,-0.00717041,-0.034842716,-0.018250159,-0.007376134,-0.025909682,-0.013287253,-0.018089169,-0.004201903,-0.008742853,0.002115417,0.401228361,0.475068695,0.472340995,0.389819274,0.43931409,0.403088039,0.530460622,0.124969279,0.148912703,0.137075086,0.15710741,0.161825048,0.16684545,0.118084859,0.263749733,0.129839798,0.0516782,0.104426,4.25068306,123.046875
411,Oru veetil,Theeran,0.333333333,0.5,-0.004022341,0.006544533,-0.003678247,0.005600691,-0.025414185,-0.008840685,-0.008257444,-0.021369726,-0.016276662,-0.034768219,-0.021125479,-0.034337698,-0.009770865,0.347977477,0.434141027,0.38106778,0.420623525,0.440099462,0.40637771,0.434278186,0.141013377,0.177696966,0.167540303,0.172071483,0.193961873,0.173385403,0.114466065,0.327414636,0.159853785,0.0360561,0.0846285,3.850643382,151.9990809
412,Sevatha pulla,Theeran,0.416666667,0.666666667,-0.002568121,-0.00505404,-0.017443471,-0.008656029,-0.026800162,-0.00474469,-0.002794643,-0.018969501,0.018544622,-0.018794528,0.015879241,-0.015941448,-0.010166292,0.289969269,0.429646482,0.351305706,0.444632747,0.396285316,0.413534658,0.641428938,0.123714914,0.169485211,0.150661988,0.163739945,0.178089061,0.195063962,0.111315365,0.202740575,0.125222602,0.0240094,0.0782642,5.299831598,151.9990809
413,Tinga Tinga,Theeran,0.75,0.5,-0.00861377,-0.020864124,-0.011945384,-0.010400478,-0.035065039,0.006980952,-0.030029847,-0.011991954,0.01550428,-0.015455845,-0.014206079,-0.007269875,-0.007083121,0.395421529,0.338967562,0.28798298,0.328873863,0.356294693,0.290886156,0.498459235,0.15480953,0.13349968,0.144582098,0.148556998,0.177579394,0.197606416,0.102917175,0.251788654,0.116023388,0.0979933,0.122,4.923390822,112.3471467
414,Yemma Hey Azhagamma,vanamagan,0.583333333,0.666666667,-0.006377525,0.012083299,-0.014196013,0.00315268,-0.020983047,-0.014620367,-0.01782863,-0.03142574,-0.009347884,-0.028414287,-0.00897442,-0.013821763,0.000919916,0.456491794,0.332436192,0.402819624,0.454501168,0.461344739,0.387883986,0.399014657,0.152561765,0.113250428,0.135187618,0.152090531,0.16744876,0.164314999,0.126328142,0.387469001,0.186760241,0.0634392,0.138868,3.201139557,83.35433468
415,Iraiva ,Velaikkaaran,0.666666667,0.5,-0.000886152,-0.011709485,-0.003921766,0.002881549,-0.008709978,-0.02400911,0.005675219,-0.026896924,0.00181888,-0.008467518,-0.004493979,-0.007749317,-0.016232796,0.233788153,0.416137266,0.404019148,0.440704007,0.462427173,0.40844303,0.61208136,0.087512367,0.137217633,0.139079899,0.156703234,0.154180262,0.16763113,0.129351655,0.217294244,0.105720178,0.029459,0.0698549,1.979108635,135.9991776
416,Karuthavalaam,Velaikkaaran,1,0.833333333,-0.008952613,-0.015564504,-0.012561863,-0.013884945,0.000716405,-0.006005755,0.002245465,-0.002888453,0.007823248,0.005566797,0.005634109,0.000326159,0.003666787,0.370198243,0.364336135,0.319059005,0.311758711,0.343452579,0.336864375,0.413322749,0.15357708,0.168417892,0.147465545,0.140029894,0.156042612,0.148292976,0.106069533,0.326518117,0.132232754,0.157602,0.139715,5.788461539,89.10290948
417,Pogatha ennavittu,Vikram Vedha,0.333333333,0.333333333,-0.006323078,-0.000996803,0.010583787,-0.0000582,-0.010809541,-0.037706651,-0.024466071,-0.00560791,-0.00021185,-0.009502426,-0.010876663,-0.003908876,-0.005282334,0.446523151,0.406688895,0.422455177,0.43270717,0.419768321,0.443281066,0.670248261,0.125802151,0.145393407,0.155505774,0.181365538,0.182483275,0.209192781,0.112617439,0.328672715,0.149557342,0.0315284,0.0689745,4.326817767,161.4990234
418,Tasakku Tasakku,Vikram Vedha,0.75,0.666666667,-0.00971938,-0.023454009,-0.023919831,-0.01000236,-0.027477558,-0.021857171,-0.031777495,-0.034578923,-0.012407625,-0.014296398,-0.030638845,-0.032212093,-0.026136708,0.337951899,0.334343352,0.408070425,0.415379183,0.394384918,0.429558382,0.511389391,0.112974863,0.152179947,0.150399752,0.150573399,0.17914792,0.177109156,0.119658301,0.285018239,0.116785521,0.0954638,0.118768,5.678832673,107.6660156
419,Yaanji,Vikram Vedha,0.5,0.75,-0.009662309,-0.016830816,-0.017096615,-0.014911171,-0.013371735,-0.034310636,-0.007518683,-0.028383055,-0.004047623,-0.011557354,-0.012653767,0.001548975,-0.005975797,0.344798466,0.344781764,0.417623682,0.432283959,0.437702522,0.422983282,0.626349378,0.116650118,0.136171225,0.115682582,0.158136994,0.171729373,0.165825913,0.119892865,0.271375611,0.139254077,0.0810033,0.10696,3.230769231,135.9991776
420,Kadhalaada,Vivegam,0.333333333,0.5,-0.00101705,-0.012418745,0.000915291,-0.000760676,-0.018635076,-0.020103227,-0.036463801,-0.040043989,-0.01111184,-0.01470273,-0.011891776,-0.005124297,-0.011177773,0.309027611,0.305278855,0.396927644,0.447143741,0.426434936,0.440551531,0.641489644,0.125695396,0.127929857,0.140989366,0.166911098,0.164031631,0.179283589,0.125767768,0.441144694,0.211635105,0.117015,0.126958,3.326508621,117.4538352
421,Surviva,Vivegam,0.916666667,0.75,-0.011123791,-0.014365732,-0.020902895,-0.001947962,-0.01179766,-0.015188566,-0.01862615,-0.023053251,-0.020092342,-0.01102155,-0.000315024,-0.006942734,-0.006514261,0.393142316,0.366479113,0.355307614,0.415240134,0.387764243,0.314564366,0.538753063,0.175510237,0.151933702,0.142670425,0.186033413,0.159590488,0.15340411,0.117602014,0.281328248,0.111441317,0.122568,0.121175,5.365545567,161.4990234
422,Thalai Viduthalai,Vivegam,0.833333333,0.5,-0.010825921,-0.02163765,0.005087661,0.005073962,-0.003522437,-0.007312357,0.013815762,-0.003580644,-0.006763285,-0.019595476,-0.004508137,-0.005354194,-0.005146593,0.316286,0.260537018,0.344660412,0.334853267,0.424136784,0.288218126,0.673933447,0.13332886,0.109114735,0.15649597,0.142349532,0.153012428,0.114473623,0.110370975,0.230263141,0.11578333,0.132044,0.118546,3.802884615,135.9991776
423,Endhira Logathu,2,0.5,0.75,-0.008443071,-0.005742836,0.017205132,0.025136783,0.028624448,0.037949861,0.038529818,0.031802705,0.00712272,0.01460259,0.009307744,0.012846248,0.000125076,0.309422703,0.419966035,0.362040855,0.498384462,0.420414572,0.274821476,0.499645699,0.106347998,0.17419358,0.159958086,0.172183974,0.183851145,0.128983271,0.120280477,0.299645425,0.170931859,0.053142,0.149739,3.960273973,143.5546875
424,Raajali ,2,0.833333333,0.75,-0.012367937,-0.011489968,-0.007002045,-0.012617238,-0.003992648,-0.008290462,0.008042449,0.005949797,0.013327543,0.002371077,0.006208563,-0.002101347,0.00451284,0.445873491,0.353088393,0.409754535,0.48650475,0.429364611,0.412849719,0.529351664,0.151264921,0.146171656,0.163324554,0.186054414,0.159654972,0.165666587,0.083767287,0.315130324,0.138451775,0.0600577,0.092702,2.806978528,143.5546875
425,Kaathale Kaathale,96,0.166666667,0.583333333,0.003052472,-0.016757495,-0.035761406,-0.038841251,-0.034152285,-0.012557842,-0.051024771,-0.050811694,-0.024548306,-0.050010246,-0.013444255,-0.031339851,-0.020476392,0.358459821,0.417538436,0.374786973,0.450166661,0.532161174,0.511289906,0.560519226,0.1296072,0.135922465,0.120980534,0.122310382,0.142406702,0.180948981,0.112829652,0.214775121,0.127622146,0.0236671,0.0532693,1.115396775,95.703125
426,Life of ram,96,0.333333333,0.583333333,-0.005043518,-0.003048131,-0.007335024,-0.000488903,-0.029311959,-0.023664262,-0.010894736,-0.007528385,-0.024049696,-0.034107037,-0.017857717,-0.026446788,-0.023078803,0.399054011,0.387366391,0.376127125,0.465301025,0.448308949,0.362671054,0.676164635,0.125174062,0.158828856,0.143695793,0.142945319,0.166478856,0.149010026,0.118904471,0.38422936,0.149492188,0.0496819,0.0727507,2.879917025,112.3471467
427,Vasantha kaalangal,96,0.083333333,0.25,0.012085172,-0.037774368,0.012642393,-0.057022617,-0.049599709,-0.049156921,-0.039584581,-0.03632533,-0.0222493,-0.038862251,-0.034284726,-0.030437203,-0.011470574,0.395104826,0.436135455,0.467353436,0.455620505,0.465466498,0.488599668,0.658951402,0.089097145,0.147616999,0.140440891,0.149394035,0.16450472,0.171179841,0.089127512,0.260436622,0.141036927,0.0386447,0.0605767,3.00252448,143.5546875
428,Yean,96,0.166666667,0.25,-0.001590658,-0.024398938,-0.042143937,-0.035693951,-0.054974309,-0.027716696,-0.052466102,-0.033877873,-0.015202864,-0.032979725,0.006555198,-0.009068571,0.018576921,0.22488956,0.443925366,0.431309922,0.483328678,0.444475646,0.45460678,0.553106751,0.093875647,0.157198652,0.161860145,0.17735698,0.166330489,0.188755501,0.144927655,0.121627909,0.083476794,0.0149574,0.0607646,2.458585537,129.1992188
429,Iravingu Theevai,96,0.166666667,0.333333333,0.006517066,-0.019623695,-0.03266498,-0.019774871,-0.054148853,-0.045345632,-0.027457776,-0.035057452,-0.045145478,-0.027219336,-0.035508923,-0.019337466,0.014311849,0.476583524,0.368360599,0.413034108,0.438976391,0.471329304,0.634724212,0.526425717,0.101055418,0.170779335,0.152541844,0.148210902,0.196549749,0.149848758,0.100447438,0.149216102,0.119295054,0.0137943,0.0525656,1.923180141,129.1992188
430,Thaabangale,96,0.25,0.416666667,0.002776771,-0.038860669,-0.041224684,-0.034513365,-0.070641669,-0.041854677,-0.035632202,-0.018673997,-0.021089938,-0.014711651,0.008236201,-0.008884895,0.02383827,0.364928712,0.470933946,0.441037908,0.512587864,0.479376222,0.46034015,0.495917326,0.125809,0.139748568,0.135825441,0.13345691,0.161779838,0.174308957,0.185411833,0.228343651,0.119681201,0.0217156,0.0486751,2.469545873,135.9991776
431,Chinna machaan,Charlie Chaplin 2,0.75,0.75,-0.008061787,-0.014827022,-0.015584359,-0.004343994,-0.014356631,-0.012008901,0.003944089,0.0000753,-0.013947152,-0.001103942,-0.00538547,-0.004050897,0.006281458,0.256851519,0.391461208,0.401717434,0.346966076,0.420187987,0.429839175,0.522667181,0.107306739,0.15148913,0.177061455,0.172734972,0.196726154,0.189180223,0.157979223,0.385351753,0.149767879,0.138306,0.16333,5.737294583,129.1992188
432,Bhoomi Bhoomi,CCV,0.583333333,0.583333333,-0.006983585,-0.028340982,-0.009881149,-0.005983042,-0.038601062,-0.03662428,-0.035318171,-0.031037735,-0.029976485,-0.05670925,-0.036263418,-0.020279032,-0.022865699,0.356349021,0.436002588,0.414535516,0.50033325,0.426593708,0.402962696,0.550304173,0.14984626,0.16274931,0.148524067,0.150688114,0.162065863,0.147900072,0.115923321,0.459785092,0.1755365,0.0584237,0.0777481,2.563158711,117.4538352
433,Mazhai Kuruvi,CCV,0.5,0.583333333,-0.007418445,-0.003346192,-0.00627072,-0.029729715,-0.026350471,-0.042894078,-0.020208299,-0.039713679,-0.035509165,-0.024382368,-0.014362745,-0.022942169,-0.022193304,0.440211064,0.452862646,0.437011024,0.409976478,0.484619056,0.424256113,0.516659147,0.1327872,0.14490581,0.136530125,0.156842339,0.176814006,0.18417195,0.135947343,0.319859487,0.148064511,0.0640069,0.0901306,3.463174748,129.1992188
434,Naan pizhaipeno,ENPT,0.5,0.666666667,-0.004229245,-0.016753375,-0.01896867,-0.034095286,-0.044506048,-0.053724919,-0.030118559,-0.06158518,-0.025128348,-0.041745871,-0.042012528,-0.037234609,-0.031850835,0.37266988,0.440319674,0.440631801,0.481922202,0.49315136,0.474996603,0.620847599,0.095019303,0.145276402,0.157748138,0.145204959,0.168238136,0.177757422,0.107124909,0.226583435,0.112378694,0.0441636,0.0720504,4.702925046,123.046875
435,Naan dhaan inge visiri,ENPT,0.333333333,0.75,-0.00110411,-0.002925241,0.001858379,-0.002299773,0.010389282,-0.007981179,-0.004278745,-0.015050309,-0.028097148,-0.013071951,-0.006456433,-0.005699739,-0.019989015,0.40351796,0.465414767,0.341941709,0.44647297,0.500946142,0.359845409,0.584957207,0.101445845,0.171513801,0.128683908,0.18294745,0.168936872,0.14265514,0.144554721,0.386455243,0.169891137,0.115928,0.121643,3.774753239,117.4538352
436,Guleba,Gulebagavali,0.916666667,0.75,-0.015994869,-0.014817642,-0.016143737,-0.006879052,0.009622527,-0.009333339,0.007948111,-0.011972675,-0.002619093,-0.000262803,-0.003018172,-0.005902283,-0.0000793,0.338392281,0.389993726,0.376216862,0.440994959,0.344589227,0.388025021,0.600283613,0.141801873,0.143741401,0.150861415,0.157234227,0.139582943,0.153536146,0.114424029,0.213906316,0.109843294,0.180052,0.133785,5.450259384,129.1992188
437,Heartukulla,Gulebagavali,0.666666667,0.75,-0.010607733,-0.014586078,-0.016373668,-0.001094407,-0.01301644,-0.01254604,-0.000175348,0.001303043,0.005219237,-0.004557929,-0.0035264,-0.011423834,-0.007340571,0.285629698,0.309564416,0.33523788,0.368248154,0.382615751,0.344231999,0.539465691,0.139039645,0.146592812,0.155249957,0.163458452,0.170950733,0.163161349,0.120394746,0.282599193,0.115168956,0.112563,0.127867,6.779452055,151.9990809
438,Seramal ponal,Gulebagavali,0.416666667,0.5,-0.000682964,-0.005085336,-0.031152442,-0.018994732,-0.024822197,-0.034182242,-0.018802721,-0.00974319,-0.023548614,-0.00816871,-0.009595446,-0.005979084,-0.009909629,0.296737311,0.464406094,0.50938547,0.531630793,0.518967407,0.486744687,0.535173471,0.125515956,0.143376012,0.141444984,0.158255383,0.154581491,0.146785517,0.140721779,0.436985578,0.133994256,0.0848727,0.0914718,1.906143872,135.9991776
439,Neeyum naanum,Imaikka Nodigal,0.416666667,0.666666667,-0.006426435,-0.00619851,-0.015711849,-0.015507877,-0.012404148,-0.032728952,-0.011305812,-0.025508637,-0.031613721,-0.001851488,0.010486479,-0.009706227,-0.013540325,0.299631548,0.417806854,0.445737734,0.445686646,0.426931718,0.326128555,0.476962692,0.098710323,0.140470493,0.16644198,0.16647298,0.149808761,0.121559111,0.142318908,0.237694498,0.111324961,0.0658803,0.0943991,2.799250535,107.6660156
440,Vilambara idaiveli,Imaikka Nodigal,0.583333333,0.75,-0.00712882,-0.002506677,-0.002890019,0.004558645,-0.004263485,-0.009746797,-0.001842999,-0.005744463,-0.003402192,-0.009593753,0.00396663,-0.01637258,-0.010385304,0.339723598,0.342835113,0.384227019,0.503608337,0.409126292,0.277293461,0.664350461,0.131856361,0.138707696,0.157712881,0.175311499,0.156449318,0.137999889,0.090551645,0.303468087,0.158002703,0.122623,0.167105,4.44095209,107.6660156
441,Kannamma,Kaala,0.25,0.416666667,-0.001239819,-0.001736133,-0.021008888,-0.030613368,-0.010568108,-0.011103643,-0.026329513,-0.026317264,-0.012174977,-0.018621214,-0.028115443,-0.018799963,-0.031878989,0.298169506,0.421644735,0.421444453,0.516707474,0.434770151,0.488457666,0.480501872,0.113238399,0.13759626,0.122648118,0.179817496,0.171914762,0.172074065,0.099161431,0.18837548,0.10178873,0.0269596,0.0637877,3.121883657,123.046875
442,Nikkal nikkal,Kaala,0.916666667,0.583333333,-0.011237397,-0.028708795,-0.000404321,-0.008554136,-0.010698746,-0.0227435,-0.006603067,-0.001312221,0.008802264,-0.002994668,-0.000687465,-0.00673238,-0.000256778,0.31199663,0.401512705,0.32809051,0.29715489,0.415641391,0.305671181,0.671574112,0.129470807,0.155782127,0.136925033,0.122093437,0.154222513,0.144943664,0.101218331,0.448112646,0.162367962,0.116218,0.145346,5.104477612,143.5546875
443,Sema weightu,Kaala,0.916666667,0.666666667,-0.011474049,-0.003063854,0.005461961,-0.003345796,0.002885888,-0.012064926,-0.006186365,-0.011371064,-0.004916328,-0.017396927,-0.009691655,-0.01455077,-0.012005512,0.318481627,0.311187604,0.280253356,0.339581428,0.450967984,0.285010128,0.57393345,0.141318501,0.131855767,0.142722527,0.1487699,0.132358501,0.127861554,0.095736318,0.342889754,0.178830205,0.120402,0.177626,6.207014607,99.38401442
444,Thanga sela,Kaala,0.666666667,0.666666667,-0.001095086,-0.012158075,-0.006684071,0.003624929,0.007687946,-0.022717525,-0.003758353,-0.002271474,-0.001051627,0.002843502,-0.004162037,-0.014120708,-0.009026526,0.248274276,0.351705328,0.41835762,0.413717135,0.423506798,0.427630887,0.56503779,0.107724092,0.13852191,0.171137171,0.185687216,0.175091086,0.19516102,0.117620771,0.222490507,0.097610895,0.0606424,0.0993419,6.813013699,123.046875
